Sample,TemperatureC,SalinityPPT,AlgaePercent,ReefCode,ReefType,Site,Acreage,Latitude,Longitude,ReefShape,SuitableReference,Date,Restoration,TimeSinceConstruct,BuildDate,Species,Species_count,PlantingSeason
2,32,30,0,HC10,Shell,Hillcrest,0.64,37.27666302,-75.90336261,Patch,HC2_R,7/27/18,Restored,7,2011,Box Adult Oyster,0,Spring
2,31,31,5,HC10,Shell,Hillcrest,0.64,37.27666302,-75.90336261,Patch,HC2_R,7/12/17,Restored,6,2011,Box Adult Oyster,36,Spring
3,32,30,0,HC10,Shell,Hillcrest,0.64,37.27666302,-75.90336261,Patch,HC2_R,7/27/18,Restored,7,2011,Box Adult Oyster,12,Spring
1,32,30,0,HC10,Shell,Hillcrest,0.64,37.27666302,-75.90336261,Patch,HC2_R,7/27/18,Restored,7,2011,Box Adult Oyster,64,Spring
3,31,31,5,HC10,Shell,Hillcrest,0.64,37.27666302,-75.90336261,Patch,HC2_R,7/12/17,Restored,6,2011,Box Adult Oyster,16,Spring
1,31,31,5,HC10,Shell,Hillcrest,0.64,37.27666302,-75.90336261,Patch,HC2_R,7/12/17,Restored,6,2011,Box Adult Oyster,32,Spring
2,31,31,5,HC9,Shell,Hillcrest,0.78,37.27679375,-75.90427141,Patch,HC2_R,7/12/17,Restored,7,2009,Box Adult Oyster,84,Summer
2,30,NA,5,HC9,Shell,Hillcrest,0.78,37.27679375,-75.90427141,Patch,HC2_R,8/15/19,Restored,9,2009,Box Adult Oyster,36,Summer
3,31,31,5,HC9,Shell,Hillcrest,0.78,37.27679375,-75.90427141,Patch,HC2_R,7/12/17,Restored,7,2009,Box Adult Oyster,8,Summer
1,31,31,5,HC9,Shell,Hillcrest,0.78,37.27679375,-75.90427141,Patch,HC2_R,7/12/17,Restored,7,2009,Box Adult Oyster,20,Summer
3,30,NA,5,HC9,Shell,Hillcrest,0.78,37.27679375,-75.90427141,Patch,HC2_R,8/15/19,Restored,9,2009,Box Adult Oyster,24,Summer
1,30,NA,5,HC9,Shell,Hillcrest,0.78,37.27679375,-75.90427141,Patch,HC2_R,8/15/19,Restored,9,2009,Box Adult Oyster,40,Summer
3,27,33,1,RC1_R,Reference,Running Channel,0.66,37.27793563,-75.85251988,Patch,Reference,8/9/17,Reference,NA,NA,Box Adult Oyster,16,
2,27,33,1,RC1_R,Reference,Running Channel,0.66,37.27793563,-75.85251988,Patch,Reference,8/9/17,Reference,NA,NA,Box Adult Oyster,12,
1,27,33,1,RC1_R,Reference,Running Channel,0.66,37.27793563,-75.85251988,Patch,Reference,8/9/17,Reference,NA,NA,Box Adult Oyster,60,
1,27,33,5,RC2,Shell,Running Channel,1.16,37.27774412,-75.85265968,Patch,RC1_R,8/9/17,Restored,11,2006,Box Adult Oyster,84,Spring
1,26,30,10,RC2,Shell,Running Channel,1.16,37.27774412,-75.85265968,Patch,RC1_R,6/19/18,Restored,12,2006,Box Adult Oyster,0,Spring
2,27,33,5,RC2,Shell,Running Channel,1.16,37.27774412,-75.85265968,Patch,RC1_R,8/9/17,Restored,11,2006,Box Adult Oyster,32,Spring
3,27,33,5,RC2,Shell,Running Channel,1.16,37.27774412,-75.85265968,Patch,RC1_R,8/9/17,Restored,11,2006,Box Adult Oyster,12,Spring
3,26,30,10,RC2,Shell,Running Channel,1.16,37.27774412,-75.85265968,Patch,RC1_R,6/19/18,Restored,12,2006,Box Adult Oyster,56,Spring
2,26,30,10,RC2,Shell,Running Channel,1.16,37.27774412,-75.85265968,Patch,RC1_R,6/19/18,Restored,12,2006,Box Adult Oyster,112,Spring
2,32,30,5,PO3,Shell,Point of Rocks,1.01,37.2674785,-75.90486092,Patch,No reference,8/6/18,Restored,7,2011,Box Adult Oyster,0,Spring
3,32,30,5,PO3,Shell,Point of Rocks,1.01,37.2674785,-75.90486092,Patch,No reference,8/6/18,Restored,7,2011,Box Adult Oyster,4,Spring
1,30,30,0,PO3,Shell,Point of Rocks,1.01,37.2674785,-75.90486092,Patch,No reference,8/21/17,Restored,6,2011,Box Adult Oyster,44,Spring
1,32,30,5,PO3,Shell,Point of Rocks,1.01,37.2674785,-75.90486092,Patch,No reference,8/6/18,Restored,7,2011,Box Adult Oyster,64,Spring
3,30,30,0,PO3,Shell,Point of Rocks,1.01,37.2674785,-75.90486092,Patch,No reference,8/21/17,Restored,6,2011,Box Adult Oyster,12,Spring
2,30,30,0,PO3,Shell,Point of Rocks,1.01,37.2674785,-75.90486092,Patch,No reference,8/21/17,Restored,6,2011,Box Adult Oyster,32,Spring
3,30,31,5,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,7/19/16,Restored,7,2009,Box Adult Oyster,0,Summer
2,30,31,5,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,7/19/16,Restored,7,2009,Box Adult Oyster,4,Summer
1,30,31,5,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,7/19/16,Restored,7,2009,Box Adult Oyster,0,Summer
2,30,30,0,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,8/21/17,Restored,8,2009,Box Adult Oyster,44,Summer
1,30,30,0,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,8/21/17,Restored,8,2009,Box Adult Oyster,72,Summer
3,30,30,0,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,9/7/18,Restored,9,2009,Box Adult Oyster,92,Summer
1,30,30,0,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,9/7/18,Restored,9,2009,Box Adult Oyster,76,Summer
3,30,30,0,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,8/21/17,Restored,8,2009,Box Adult Oyster,56,Summer
2,30,30,0,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,9/7/18,Restored,9,2009,Box Adult Oyster,24,Summer
1,15,30,90,HG2,Shell,Hog Island,0.51,37.37417963,-75.72353453,Patch,HG1_R,4/25/18,Restored,8,2010,Box Adult Oyster,88,Fall
3,15,30,90,HG2,Shell,Hog Island,0.51,37.37417963,-75.72353453,Patch,HG1_R,4/25/18,Restored,8,2010,Box Adult Oyster,80,Fall
2,15,30,90,HG2,Shell,Hog Island,0.51,37.37417963,-75.72353453,Patch,HG1_R,4/25/18,Restored,8,2010,Box Adult Oyster,56,Fall
3,15,30,25,HG3,Shell,Hog Island,1.47,37.37481819,-75.72347745,Patch,HG1_R,4/25/18,Restored,8,2010,Box Adult Oyster,52,Fall
2,15,30,25,HG3,Shell,Hog Island,1.47,37.37481819,-75.72347745,Patch,HG1_R,4/25/18,Restored,8,2010,Box Adult Oyster,84,Fall
1,15,30,25,HG3,Shell,Hog Island,1.47,37.37481819,-75.72347745,Patch,HG1_R,4/25/18,Restored,8,2010,Box Adult Oyster,88,Fall
1,25,30,85,HG1_R,Reference,Hog Island,0.28,37.37765297,-75.72193251,Fringe,Reference,6/13/18,Reference,NA,NA,Box Adult Oyster,68,
3,25,30,85,HG1_R,Reference,Hog Island,0.28,37.37765297,-75.72193251,Fringe,Reference,6/13/18,Reference,NA,NA,Box Adult Oyster,80,
2,25,30,85,HG1_R,Reference,Hog Island,0.28,37.37765297,-75.72193251,Fringe,Reference,6/13/18,Reference,NA,NA,Box Adult Oyster,112,
2,16,31,0,BF1_R,Reference,Bradford Bay,0.46,37.57782895,-75.67937758,Patch,Reference,11/1/17,Reference,NA,NA,Box Adult Oyster,16,
3,16,31,0,BF1_R,Reference,Bradford Bay,0.46,37.57782895,-75.67937758,Patch,Reference,11/1/17,Reference,NA,NA,Box Adult Oyster,28,
3,21,NA,15,BF1_R,Reference,Bradford Bay,0.46,37.57782895,-75.67937758,Patch,Reference,8/27/19,Reference,NA,NA,Box Adult Oyster,196,
2,21,NA,15,BF1_R,Reference,Bradford Bay,0.46,37.57782895,-75.67937758,Patch,Reference,8/27/19,Reference,NA,NA,Box Adult Oyster,140,
1,21,NA,15,BF1_R,Reference,Bradford Bay,0.46,37.57782895,-75.67937758,Patch,Reference,8/27/19,Reference,NA,NA,Box Adult Oyster,164,
1,16,31,0,BF1_R,Reference,Bradford Bay,0.46,37.57782895,-75.67937758,Patch,Reference,11/1/17,Reference,NA,NA,Box Adult Oyster,32,
3,16,31,0,BF2,Shell,Bradford Bay,2.63,37.57811642,-75.67722953,Patch,BF1_R,11/1/17,Restored,7,2010,Box Adult Oyster,8,Fall
1,16,31,0,BF2,Shell,Bradford Bay,2.63,37.57811642,-75.67722953,Patch,BF1_R,11/1/17,Restored,7,2010,Box Adult Oyster,28,Fall
2,16,31,0,BF2,Shell,Bradford Bay,2.63,37.57811642,-75.67722953,Patch,BF1_R,11/1/17,Restored,7,2010,Box Adult Oyster,44,Fall
2,30,30,0,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,6/28/18,Restored,11,2007,Box Adult Oyster,16,Summer
3,30,30,0,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,6/28/18,Restored,11,2007,Box Adult Oyster,16,Summer
1,30,30,0,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,6/28/18,Restored,11,2007,Box Adult Oyster,4,Summer
1,30,30,0,SM2_R,Reference,Smith,0.94,37.13172197,-75.90061567,Patch,Reference,6/28/18,Reference,NA,NA,Box Adult Oyster,44,
2,30,30,0,SM2_R,Reference,Smith,0.94,37.13172197,-75.90061567,Patch,Reference,6/28/18,Reference,NA,NA,Box Adult Oyster,28,
3,30,30,0,SM2_R,Reference,Smith,0.94,37.13172197,-75.90061567,Patch,Reference,6/28/18,Reference,NA,NA,Box Adult Oyster,64,
1,NA,NA,NA,HC4,Shell,Hillcrest,1.53,37.28000758,-75.91786724,Fringe,HC1_R,9/10/19,Restored,13,2006,Box Adult Oyster,0,Spring
3,NA,NA,NA,HC4,Shell,Hillcrest,1.53,37.28000758,-75.91786724,Fringe,HC1_R,9/10/19,Restored,13,2006,Box Adult Oyster,0,Spring
2,NA,NA,NA,HC4,Shell,Hillcrest,1.53,37.28000758,-75.91786724,Fringe,HC1_R,9/10/19,Restored,13,2006,Box Adult Oyster,0,Spring
3,31,30,0,HC3_R,Reference,Hillcrest,0.01,37.2842107,-75.90777153,Patch,Unused Reference,9/6/18,Reference,NA,NA,Box Adult Oyster,52,
2,31,30,0,HC3_R,Reference,Hillcrest,0.01,37.2842107,-75.90777153,Patch,Unused Reference,9/6/18,Reference,NA,NA,Box Adult Oyster,80,
1,31,30,0,HC3_R,Reference,Hillcrest,0.01,37.2842107,-75.90777153,Patch,Unused Reference,9/6/18,Reference,NA,NA,Box Adult Oyster,60,
2,32,30,0,PO1,Shell,Point of Rocks,0.97,37.26662281,-75.90245046,Patch,No reference,7/27/18,Restored,8,2009,Box Adult Oyster,24,Summer
1,32,30,0,PO1,Shell,Point of Rocks,0.97,37.26662281,-75.90245046,Patch,No reference,7/27/18,Restored,8,2009,Box Adult Oyster,28,Summer
3,32,30,0,PO1,Shell,Point of Rocks,0.97,37.26662281,-75.90245046,Patch,No reference,7/27/18,Restored,8,2009,Box Adult Oyster,0,Summer
2,25,30,0,FP1_R,Reference,Fowling Point,2.08,37.4501699,-75.81668621,Patch,Unused Reference,8/24/18,Reference,NA,NA,Box Adult Oyster,16,
1,25,30,0,FP1_R,Reference,Fowling Point,2.08,37.4501699,-75.81668621,Patch,Unused Reference,8/24/18,Reference,NA,NA,Box Adult Oyster,20,
3,25,30,0,FP1_R,Reference,Fowling Point,2.08,37.4501699,-75.81668621,Patch,Unused Reference,8/24/18,Reference,NA,NA,Box Adult Oyster,112,
1,28,28,5,HC6,Shell,Hillcrest,0.86,37.28375422,-75.90544021,Patch,HC2_R,6/25/18,Restored,10,2008,Box Adult Oyster,28,Spring
2,28,28,5,HC6,Shell,Hillcrest,0.86,37.28375422,-75.90544021,Patch,HC2_R,6/25/18,Restored,10,2008,Box Adult Oyster,52,Spring
3,28,28,5,HC6,Shell,Hillcrest,0.86,37.28375422,-75.90544021,Patch,HC2_R,6/25/18,Restored,10,2008,Box Adult Oyster,40,Spring
3,24,NA,0,BT1_R,Reference,Boxtree,0.22,37.39216155,-75.85796139,Patch,Reference,8/29/19,Reference,NA,NA,Box Adult Oyster,20,
1,24,NA,0,BT1_R,Reference,Boxtree,0.22,37.39216155,-75.85796139,Patch,Reference,8/29/19,Reference,NA,NA,Box Adult Oyster,8,
2,24,NA,0,BT1_R,Reference,Boxtree,0.22,37.39216155,-75.85796139,Patch,Reference,8/29/19,Reference,NA,NA,Box Adult Oyster,0,
3,16,30,0,BT4_W,Whelk,Boxtree,0.71,37.38914588,-75.862509,Fringe,BT2_R,4/23/18,Restored,7,2011,Box Adult Oyster,0,Spring
2,16,30,0,BT4_W,Whelk,Boxtree,0.71,37.38914588,-75.862509,Fringe,BT2_R,4/23/18,Restored,7,2011,Box Adult Oyster,4,Spring
1,16,30,0,BT4_W,Whelk,Boxtree,0.71,37.38914588,-75.862509,Fringe,BT2_R,4/23/18,Restored,7,2011,Box Adult Oyster,12,Spring
2,28,28,0,HC6_W,Whelk,Hillcrest,0.06,37.28349173,-75.90588547,Patch,HC2_R,6/25/18,Restored,10,2008,Box Adult Oyster,144,Spring
3,28,28,0,HC6_W,Whelk,Hillcrest,0.06,37.28349173,-75.90588547,Patch,HC2_R,6/25/18,Restored,10,2008,Box Adult Oyster,76,Spring
1,28,28,0,HC6_W,Whelk,Hillcrest,0.06,37.28349173,-75.90588547,Patch,HC2_R,6/25/18,Restored,10,2008,Box Adult Oyster,80,Spring
3,32,NA,0,HC11,Shell,Hillcrest,1.44,37.2829095,-75.90824814,Patch,HC2_R,8/15/19,Restored,1,2018,Box Adult Oyster,0,Spring
3,31,23,5,HC11,Shell,Hillcrest,1.44,37.2829095,-75.90824814,Patch,HC2_R,9/6/18,Restored,0,2018,Box Adult Oyster,0,Spring
1,31,23,5,HC11,Shell,Hillcrest,1.44,37.2829095,-75.90824814,Patch,HC2_R,9/6/18,Restored,0,2018,Box Adult Oyster,0,Spring
2,32,NA,0,HC11,Shell,Hillcrest,1.44,37.2829095,-75.90824814,Patch,HC2_R,8/15/19,Restored,1,2018,Box Adult Oyster,4,Spring
1,32,NA,0,HC11,Shell,Hillcrest,1.44,37.2829095,-75.90824814,Patch,HC2_R,8/15/19,Restored,1,2018,Box Adult Oyster,0,Spring
2,31,23,5,HC11,Shell,Hillcrest,1.44,37.2829095,-75.90824814,Patch,HC2_R,9/6/18,Restored,0,2018,Box Adult Oyster,0,Spring
2,30,30,0,MB3,Shell,Man and Boy,1.53,37.27414073,-75.82823528,Patch,No reference,9/7/18,Restored,0,2018,Box Adult Oyster,0,Spring
3,30,30,0,MB3,Shell,Man and Boy,1.53,37.27414073,-75.82823528,Patch,No reference,9/7/18,Restored,0,2018,Box Adult Oyster,12,Spring
1,30,30,0,MB3,Shell,Man and Boy,1.53,37.27414073,-75.82823528,Patch,No reference,9/7/18,Restored,0,2018,Box Adult Oyster,0,Spring
2,31,NA,0,MB3,Shell,Man and Boy,1.53,37.27414073,-75.82823528,Patch,No reference,8/14/19,Restored,1,2018,Box Adult Oyster,0,Spring
3,31,NA,0,MB3,Shell,Man and Boy,1.53,37.27414073,-75.82823528,Patch,No reference,8/14/19,Restored,1,2018,Box Adult Oyster,8,Spring
1,31,NA,0,MB3,Shell,Man and Boy,1.53,37.27414073,-75.82823528,Patch,No reference,8/14/19,Restored,1,2018,Box Adult Oyster,28,Spring
2,30,NA,0,CC2,Shell,Cedar Creek,0.6,37.32489483,-75.85082293,Fringe,No reference,8/14/19,Restored,1,2018,Box Adult Oyster,20,Fall
1,30,NA,0,CC2,Shell,Cedar Creek,0.6,37.32489483,-75.85082293,Fringe,No reference,8/14/19,Restored,1,2018,Box Adult Oyster,0,Fall
3,30,NA,0,CC2,Shell,Cedar Creek,0.6,37.32489483,-75.85082293,Fringe,No reference,8/14/19,Restored,1,2018,Box Adult Oyster,32,Fall
3,30,NA,0,CC1,Shell,Cedar Creek,0.1,37.31895379,-75.85844733,Fringe,No reference,8/14/19,Restored,1,2018,Box Adult Oyster,12,Fall
1,28,30,0,CC1,Shell,Cedar Creek,0.1,37.31895379,-75.85844733,Fringe,No reference,9/26/18,Restored,0,2018,Box Adult Oyster,0,Fall
2,28,30,0,CC1,Shell,Cedar Creek,0.1,37.31895379,-75.85844733,Fringe,No reference,9/26/18,Restored,0,2018,Box Adult Oyster,0,Fall
3,28,30,0,CC1,Shell,Cedar Creek,0.1,37.31895379,-75.85844733,Fringe,No reference,9/26/18,Restored,0,2018,Box Adult Oyster,0,Fall
3,28,30,0,CC2,Shell,Cedar Creek,0.1,37.31895379,-75.85844733,Fringe,No reference,9/26/18,Restored,0,2018,Box Adult Oyster,4,Fall
1,30,NA,0,CC1,Shell,Cedar Creek,0.1,37.31895379,-75.85844733,Fringe,No reference,8/14/19,Restored,1,2018,Box Adult Oyster,4,Fall
2,30,NA,0,CC1,Shell,Cedar Creek,0.1,37.31895379,-75.85844733,Fringe,No reference,8/14/19,Restored,1,2018,Box Adult Oyster,4,Fall
1,28,30,0,CC2,Shell,Cedar Creek,0.1,37.31895379,-75.85844733,Fringe,No reference,9/26/18,Restored,0,2018,Box Adult Oyster,8,Fall
2,28,30,0,CC2,Shell,Cedar Creek,0.1,37.31895379,-75.85844733,Fringe,No reference,9/26/18,Restored,0,2018,Box Adult Oyster,0,Fall
3,30,NA,0,CC3,Shell,Cedar Creek,0.16,37.32507718,-75.84792332,Fringe,No reference,8/14/19,Restored,1,2018,Box Adult Oyster,0,Fall
3,28,30,0,CC3,Shell,Cedar Creek,0.16,37.32507718,-75.84792332,Fringe,No reference,9/26/18,Restored,0,2018,Box Adult Oyster,4,Fall
2,28,30,0,CC3,Shell,Cedar Creek,0.16,37.32507718,-75.84792332,Fringe,No reference,9/26/18,Restored,0,2018,Box Adult Oyster,0,Fall
1,30,NA,0,CC3,Shell,Cedar Creek,0.16,37.32507718,-75.84792332,Fringe,No reference,8/14/19,Restored,1,2018,Box Adult Oyster,0,Fall
2,30,NA,0,CC3,Shell,Cedar Creek,0.16,37.32507718,-75.84792332,Fringe,No reference,8/14/19,Restored,1,2018,Box Adult Oyster,0,Fall
1,28,30,0,CC3,Shell,Cedar Creek,0.16,37.32507718,-75.84792332,Fringe,No reference,9/26/18,Restored,0,2018,Box Adult Oyster,0,Fall
2,30,30,5,HC12,Shell,Hillcrest,1.57,37.27731572,-75.90523901,Patch,HC2_R,8/15/19,Restored,1,2018,Box Adult Oyster,8,Spring
3,30,30,5,HC12,Shell,Hillcrest,1.57,37.27731572,-75.90523901,Patch,HC2_R,8/15/19,Restored,1,2018,Box Adult Oyster,4,Spring
1,30,30,5,HC12,Shell,Hillcrest,1.57,37.27731572,-75.90523901,Patch,HC2_R,8/15/19,Restored,1,2018,Box Adult Oyster,0,Spring
1,27,NA,NA,BF3,Shell,Bradford Bay,0.09,37.59372486,-75.66037966,Fringe,BF1_R,9/9/19,Restored,0,2019,Box Adult Oyster,0,Spring
1,27,NA,NA,BF4,Shell,Bradford Bay,0.17,37.59524886,-75.66089427,Fringe,BF1_R,9/9/19,Restored,0,2019,Box Adult Oyster,0,Spring
2,27,NA,NA,BF4,Shell,Bradford Bay,0.17,37.59524886,-75.66089427,Fringe,BF1_R,9/9/19,Restored,0,2019,Box Adult Oyster,0,Spring
3,27,NA,NA,BF4,Shell,Bradford Bay,0.17,37.59524886,-75.66089427,Fringe,BF1_R,9/9/19,Restored,0,2019,Box Adult Oyster,0,Spring
1,23,NA,NA,BF5,Shell,Bradford Bay,0.078,37.59562264,-75.66253162,Fringe,BF1_R,9/9/19,Restored,0,2019,Box Adult Oyster,0,Spring
2,23,NA,NA,BF5,Shell,Bradford Bay,0.078,37.59562264,-75.66253162,Fringe,BF1_R,9/9/19,Restored,0,2019,Box Adult Oyster,0,Spring
3,23,NA,NA,BF5,Shell,Bradford Bay,0.078,37.59562264,-75.66253162,Fringe,BF1_R,9/9/19,Restored,0,2019,Box Adult Oyster,0,Spring
3,23,NA,NA,BF6,Shell,Bradford Bay,0.13,37.59902128,-75.66278097,Fringe,BF1_R,9/9/19,Restored,0,2019,Box Adult Oyster,0,Spring
1,25,NA,0,CCQ1,Shell,Cockle Creek,1.6,37.51410135,-75.7135649,Fringe,No reference,9/24/19,Restored,0,2019,Box Adult Oyster,0,Spring
2,25,NA,0,CCQ1,Shell,Cockle Creek,1.6,37.51410135,-75.7135649,Fringe,No reference,9/24/19,Restored,0,2019,Box Adult Oyster,0,Spring
3,25,NA,0,CCQ1,Shell,Cockle Creek,1.6,37.51410135,-75.7135649,Fringe,No reference,9/24/19,Restored,0,2019,Box Adult Oyster,4,Spring
1,25,NA,0,CCQ2,Shell,Cockle Creek,0.07,37.5113058,-75.71392089,Fringe,No reference,9/24/19,Restored,0,2019,Box Adult Oyster,0,Spring
2,25,NA,0,CCQ2,Shell,Cockle Creek,0.07,37.5113058,-75.71392089,Fringe,No reference,9/24/19,Restored,0,2019,Box Adult Oyster,0,Spring
3,25,NA,0,CCQ2,Shell,Cockle Creek,0.07,37.5113058,-75.71392089,Fringe,No reference,9/24/19,Restored,0,2019,Box Adult Oyster,0,Spring
1,25,NA,NA,CCQ 3,Shell,Cockle Creek,0.17,37.51046601,-75.71490806,Fringe,No reference,9/24/19,Restored,0,2019,Box Adult Oyster,0,Spring
2,25,NA,NA,CCQ 3,Shell,Cockle Creek,0.17,37.51046601,-75.71490806,Fringe,No reference,9/24/19,Restored,0,2019,Box Adult Oyster,4,Spring
3,25,NA,NA,CCQ 3,Shell,Cockle Creek,0.17,37.51046601,-75.71490806,Fringe,No reference,9/24/19,Restored,0,2019,Box Adult Oyster,0,Spring
1,28,30,NA,HC4,Shell,Hillcrest,1.53,37.28000758,-75.91786724,Fringe,HC1_R,8/12/15,Restored,9,2006,Box Spat Oyster,0,Spring
1,26,30,25,PA1,Shell,Parramore,1.04,37.54238357,-75.65138958,Fringe,No reference,6/25/15,Restored,7,2008,Box Spat Oyster,0,Summer
1,NA,NA,NA,SM4_R,Reference,Smith,1.4,37.12379402,-75.91115105,Patch,Unused Reference,11/20/08,Reference,NA,NA,Box Spat Oyster,0,
1,NA,NA,15,SM4_R,Reference,Smith,1.4,37.12379402,-75.91115105,Patch,Unused Reference,12/14/09,Reference,NA,NA,Box Spat Oyster,20,
1,17,30,10,SM6,Shell,Smith,1.89,37.136784,-75.89899138,Patch,SM3_R,11/9/11,Restored,1,2010,Box Spat Oyster,8,Summer
1,21,33,30,PO3,Shell,Point of Rocks,1.01,37.2674785,-75.90486092,Patch,No reference,4/20/15,Restored,4,2011,Box Spat Oyster,0,Spring
1,8,33,5,RC1_R,Reference,Running Channel,0.66,37.27793563,-75.85251988,Patch,Reference,3/19/14,Reference,NA,NA,Box Spat Oyster,4,
1,12,29,10,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,11/14/07,Restored,4,2003,Box Spat Oyster,0,Summer
1,12.5,34,5,HC9,Shell,Hillcrest,0.78,37.27679375,-75.90427141,Patch,HC2_R,4/2/15,Restored,5,2009,Box Spat Oyster,20,Summer
1,NA,NA,5,PO1,Shell,Point of Rocks,0.97,37.26662281,-75.90245046,Patch,No reference,3/24/10,Restored,0,2009,Box Spat Oyster,0,Summer
1,13,31,30,BT4_W,Whelk,Boxtree,0.71,37.38914588,-75.862509,Fringe,BT2_R,3/27/13,Restored,2,2011,Box Spat Oyster,20,Spring
1,10,31,5,BT6_W,Whelk,Boxtree,0.12,37.3876698,-75.85905246,Fringe,BT1_R,12/9/11,Restored,0,2011,Box Spat Oyster,8,Spring
3,0,34,NA,HC6,Shell,Hillcrest,0.86,37.28375422,-75.90544021,Patch,HC2_R,3/9/15,Restored,7,2008,Box Spat Oyster,36,Spring
1,23,31,5,HC4,Shell,Hillcrest,1.53,37.28000758,-75.91786724,Fringe,HC1_R,5/9/14,Restored,8,2006,Box Spat Oyster,4,Spring
1,11,34,10,CCS3,Shell,Cobb Cove,0.25,37.31142502,-75.77052104,Fringe,No reference,4/1/14,Restored,10,2004,Box Spat Oyster,0,Summer
1,NA,NA,30,CCN3,Shell,Cobb Cove,1.03,37.31908347,-75.75844056,Fringe,No reference,1/8/12,Restored,6,2006,Box Spat Oyster,0,Summer
5,3,11,25,CCN3,Shell,Cobb Cove,1.03,37.31908347,-75.75844056,Fringe,No reference,12/30/10,Restored,4,2006,Box Spat Oyster,0,Summer
2,14,17,10,CCS2,Shell,Cobb Cove,0.11,37.31239482,-75.77425109,Fringe,No reference,11/18/10,Restored,7,2003,Box Spat Oyster,20,Summer
1,15,32,5,OL1,Shell,Outlet,0.78,37.39223635,-75.82670114,Patch,No reference,11/27/11,Restored,3,2008,Box Spat Oyster,4,Summer
1,NA,NA,5,HC6_W,Whelk,Hillcrest,0.06,37.28349173,-75.90588547,Patch,HC2_R,10/27/11,Restored,3,2008,Box Spat Oyster,0,Spring
1,14,31,5,PO1,Shell,Point of Rocks,0.97,37.26662281,-75.90245046,Patch,No reference,11/26/11,Restored,1,2009,Box Spat Oyster,0,Summer
1,3.5,31,5,PO3,Shell,Point of Rocks,1.01,37.2674785,-75.90486092,Patch,No reference,2/10/14,Restored,3,2011,Box Spat Oyster,0,Spring
1,NA,NA,20,RC2,Shell,Running Channel,1.16,37.27774412,-75.85265968,Patch,RC1_R,2/24/10,Restored,4,2006,Box Spat Oyster,32,Spring
1,10,30,35,SM2_R,Reference,Smith,0.94,37.13172197,-75.90061567,Patch,Reference,2/6/12,Reference,NA,NA,Box Spat Oyster,8,
1,9,31,45,HC10,Shell,Hillcrest,0.64,37.27666302,-75.90336261,Patch,HC2_R,2/12/13,Restored,2,2011,Box Spat Oyster,12,Spring
4,15,10,5,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,4/4/11,Reference,NA,NA,Box Spat Oyster,64,
1,NA,NA,10,SM1_R,Reference,Smith,0.83,37.14535311,-75.89077207,Patch,Unused Reference,1/14/10,Reference,NA,NA,Box Spat Oyster,0,
1,NA,NA,0,BV1_R,Reference,Brownsville,1.39,37.4528191,-75.81645518,Patch,Reference,10/27/09,Reference,NA,NA,Box Spat Oyster,12,
1,NA,NA,0,HC5,Shell,Hillcrest,0.47,37.27626799,-75.90350232,Patch,HC2_R,10/21/10,Restored,4,2006,Box Spat Oyster,4,Spring
1,7.5,15,15,HG1_R,Reference,Hog Island,0.28,37.37765297,-75.72193251,Fringe,Reference,3/3/11,Reference,NA,NA,Box Spat Oyster,16,
1,NA,NA,0,BV1_R,Reference,Brownsville,1.39,37.4528191,-75.81645518,Patch,Reference,10/14/08,Reference,NA,NA,Box Spat Oyster,0,
1,29,30,NA,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,9/19/05,Restored,0,2005,Box Spat Oyster,2,Summer
1,19,28,10,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,10/18/06,Restored,1,2005,Box Spat Oyster,16,Summer
1,13,30,50,SM1_R,Reference,Smith,0.83,37.14535311,-75.89077207,Patch,Unused Reference,3/27/06,Reference,NA,NA,Box Spat Oyster,12,
2,28,30,NA,HC4,Shell,Hillcrest,1.53,37.28000758,-75.91786724,Fringe,HC1_R,8/12/15,Restored,9,2006,Box Spat Oyster,0,Spring
2,26,30,25,PA1,Shell,Parramore,1.04,37.54238357,-75.65138958,Fringe,No reference,6/25/15,Restored,7,2008,Box Spat Oyster,0,Summer
